兵种(刀，枪，骑，谋士，红颜)	技能	类型(1:主动，2：被动)	技能等级	技能效果	技能效果参数	技能目标	效果描述	效果持续回合	技能伤害系数	升级Tips
god	1001	2	5	atkrowsplash	0	0	魔化技能，横扫千军附加5%的溅射伤害		5	魔化技能，横扫千军附加6%的溅射伤害
god	1001	2	6	atkrowsplash	0	0	魔化技能，横扫千军附加6%的溅射伤害		6	魔化技能，横扫千军附加7%的溅射伤害
god	1001	2	7	atkrowsplash	0	0	魔化技能，横扫千军附加7%的溅射伤害		7	魔化技能，横扫千军附加8%的溅射伤害
god	1001	2	8	atkrowsplash	0	0	魔化技能，横扫千军附加8%的溅射伤害		8	魔化技能，横扫千军附加9%的溅射伤害
god	1001	2	9	atkrowsplash	0	0	魔化技能，横扫千军附加9%的溅射伤害		9	魔化技能，横扫千军附加10%的溅射伤害
god	1001	2	10	atkrowsplash	0	0	魔化技能，横扫千军附加10%的溅射伤害		10	已升到最高级
god	1002	2	1	addatkback	0	0	魔化技能，提升八绝神龙技能3%的伤害		3	魔化技能，提升八绝神龙技能6%的伤害
god	1002	2	2	addatkback	0	0	魔化技能，提升八绝神龙技能6%的伤害		6	魔化技能，提升八绝神龙技能9%的伤害
god	1002	2	3	addatkback	0	0	魔化技能，提升八绝神龙技能9%的伤害		9	魔化技能，提升八绝神龙技能12%的伤害
god	1002	2	4	addatkback	0	0	魔化技能，提升八绝神龙技能12%的伤害		12	魔化技能，提升八绝神龙技能15%的伤害
god	1002	2	5	addatkback	0	0	魔化技能，提升八绝神龙技能15%的伤害		15	魔化技能，提升八绝神龙技能18%的伤害
god	1002	2	6	addatkback	0	0	魔化技能，提升八绝神龙技能18%的伤害		18	魔化技能，提升八绝神龙技能21%的伤害
god	1002	2	7	addatkback	0	0	魔化技能，提升八绝神龙技能21%的伤害		21	魔化技能，提升八绝神龙技能24%的伤害
god	1002	2	8	addatkback	0	0	魔化技能，提升八绝神龙技能24%的伤害		24	魔化技能，提升八绝神龙技能27%的伤害
god	1002	2	9	addatkback	0	0	魔化技能，提升八绝神龙技能27%的伤害		27	魔化技能，提升八绝神龙技能30%的伤害
god	1002	2	10	addatkback	0	0	魔化技能，提升八绝神龙技能30%的伤害		30	已升到最高级
god	1003	2	1	reducehurt		0	魔化技能，上阵后增加全员1%的免伤效果		0	魔化技能，上阵后增加全员2%的免伤效果
god	1003	2	2	reducehurt	0	0	魔化技能，上阵后增加全员2%的免伤效果		1	魔化技能，上阵后增加全员3%的免伤效果
god	1003	2	3	reducehurt	0	0	魔化技能，上阵后增加全员3%的免伤效果		1	魔化技能，上阵后增加全员4%的免伤效果
god	1003	2	4	reducehurt	0	0	魔化技能，上阵后增加全员4%的免伤效果		2	魔化技能，上阵后增加全员5%的免伤效果
god	1003	2	5	reducehurt	0	0	魔化技能，上阵后增加全员5%的免伤效果		2	魔化技能，上阵后增加全员6%的免伤效果
god	1003	2	6	reducehurt	0	0	魔化技能，上阵后增加全员6%的免伤效果		3	魔化技能，上阵后增加全员7%的免伤效果
god	1003	2	7	reducehurt	0	0	魔化技能，上阵后增加全员7%的免伤效果		3	魔化技能，上阵后增加全员8%的免伤效果
god	1003	2	8	reducehurt	0	0	魔化技能，上阵后增加全员8%的免伤效果		4	魔化技能，上阵后增加全员9%的免伤效果
god	1003	2	9	reducehurt	0	0	魔化技能，上阵后增加全员9%的免伤效果		4	魔化技能，上阵后增加全员10%的免伤效果
god	1003	2	10	reducehurt	0	0	魔化技能，上阵后增加全员10%的免伤效果		5	已升到最高级
god	1004	2	1	addmdefence	3	0	魔化技能，上阵后提升全员3%的谋略防御		0	魔化技能，上阵后提升全员6%的谋略防御
god	1004	2	2	addmdefence	6	0	魔化技能，上阵后提升全员6%的谋略防御		0	魔化技能，上阵后提升全员9%的谋略防御
god	1004	2	3	addmdefence	9	0	魔化技能，上阵后提升全员9%的谋略防御		0	魔化技能，上阵后提升全员12%的谋略防御
god	1004	2	4	addmdefence	12	0	魔化技能，上阵后提升全员12%的谋略防御		0	魔化技能，上阵后提升全员15%的谋略防御
god	1004	2	5	addmdefence	15	0	魔化技能，上阵后提升全员15%的谋略防御		0	魔化技能，上阵后提升全员18%的谋略防御
god	1004	2	6	addmdefence	18	0	魔化技能，上阵后提升全员18%的谋略防御		0	魔化技能，上阵后提升全员21%的谋略防御
god	1004	2	7	addmdefence	21	0	魔化技能，上阵后提升全员21%的谋略防御		0	魔化技能，上阵后提升全员24%的谋略防御
god	1004	2	8	addmdefence	24	0	魔化技能，上阵后提升全员24%的谋略防御		0	魔化技能，上阵后提升全员27%的谋略防御
god	1004	2	9	addmdefence	27	0	魔化技能，上阵后提升全员27%的谋略防御		0	魔化技能，上阵后提升全员30%的谋略防御
god	1004	2	10	addmdefence	30	0	魔化技能，上阵后提升全员30%的谋略防御		0	已升到最高级
god	1005	2	1	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加2%伤害		2	魔化技能，上阵后所有骑兵武将技能增加4%伤害
god	1005	2	2	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加4%伤害		4	魔化技能，上阵后所有骑兵武将技能增加6%伤害
god	1005	2	3	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加6%伤害		6	魔化技能，上阵后所有骑兵武将技能增加8%伤害
god	1005	2	4	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加8%伤害		8	魔化技能，上阵后所有骑兵武将技能增加10%伤害
god	1005	2	5	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加10%伤害		10	魔化技能，上阵后所有骑兵武将技能增加12%伤害
god	1005	2	6	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加12%伤害		12	魔化技能，上阵后所有骑兵武将技能增加14%伤害
god	1005	2	7	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加14%伤害		14	魔化技能，上阵后所有骑兵武将技能增加16%伤害
god	1005	2	8	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加16%伤害		16	魔化技能，上阵后所有骑兵武将技能增加18%伤害
god	1005	2	9	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加18%伤害		18	魔化技能，上阵后所有骑兵武将技能增加20%伤害
god	1005	2	10	addskillhurt	0	0	魔化技能，上阵后所有骑兵武将技能增加20%伤害		20	已升到最高级
god	1006	2	1	addmiss	0.5	0	魔化技能，上阵后提升全员0.5%闪避率		0	魔化技能，上阵后提升全员1%闪避率
god	1006	2	2	addmiss	1	0	魔化技能，上阵后提升全员1%闪避率		0	魔化技能，上阵后提升全员1.5%闪避率
god	1006	2	3	addmiss	1.5	0	魔化技能，上阵后提升全员1.5%闪避率		0	魔化技能，上阵后提升全员2%闪避率
god	1006	2	4	addmiss	2	0	魔化技能，上阵后提升全员2%闪避率		0	魔化技能，上阵后提升全员2.5%闪避率
god	1006	2	5	addmiss	2.5	0	魔化技能，上阵后提升全员2.5%闪避率		0	魔化技能，上阵后提升全员3%闪避率
god	1006	2	6	addmiss	3	0	魔化技能，上阵后提升全员3%闪避率		0	魔化技能，上阵后提升全员3.5%闪避率
god	1006	2	7	addmiss	3.5	0	魔化技能，上阵后提升全员3.5%闪避率		0	魔化技能，上阵后提升全员4%闪避率
god	1006	2	8	addmiss	4	0	魔化技能，上阵后提升全员4%闪避率		0	魔化技能，上阵后提升全员4.5%闪避率
god	1006	2	9	addmiss	4.5	0	魔化技能，上阵后提升全员4.5%闪避率		0	魔化技能，上阵后提升全员5%闪避率
god	1006	2	10	addmiss	5	0	魔化技能，上阵后提升全员5%闪避率		0	已升到最高级
god	1007	2	1	addhealth	1	0	魔化技能，上阵后提升己方全员士兵1%		0	魔化技能，上阵后提升己方全员士兵2%
god	1007	2	2	addhealth	2	0	魔化技能，上阵后提升己方全员士兵2%		0	魔化技能，上阵后提升己方全员士兵3%
god	1007	2	3	addhealth	3	0	魔化技能，上阵后提升己方全员士兵3%		0	魔化技能，上阵后提升己方全员士兵4%
god	1007	2	4	addhealth	4	0	魔化技能，上阵后提升己方全员士兵4%		0	魔化技能，上阵后提升己方全员士兵5%
god	1007	2	5	addhealth	5	0	魔化技能，上阵后提升己方全员士兵5%		0	魔化技能，上阵后提升己方全员士兵6%
god	1007	2	6	addhealth	6	0	魔化技能，上阵后提升己方全员士兵6%		0	魔化技能，上阵后提升己方全员士兵7%
god	1007	2	7	addhealth	7	0	魔化技能，上阵后提升己方全员士兵7%		0	魔化技能，上阵后提升己方全员士兵8%
god	1007	2	8	addhealth	8	0	魔化技能，上阵后提升己方全员士兵8%		0	魔化技能，上阵后提升己方全员士兵9%
god	1007	2	9	addhealth	9	0	魔化技能，上阵后提升己方全员士兵9%		0	魔化技能，上阵后提升己方全员士兵10%
god	1007	2	10	addhealth	10	0	魔化技能，上阵后提升己方全员士兵10%		0	已升到最高级
god	1008	2	1	reducehealth	1	0	魔化技能，上阵后降低敌方全员士兵1%		0	魔化技能，上阵后降低敌方全员士兵2%
god	1008	2	2	reducehealth	2	0	魔化技能，上阵后降低敌方全员士兵2%		0	魔化技能，上阵后降低敌方全员士兵3%
god	1008	2	3	reducehealth	3	0	魔化技能，上阵后降低敌方全员士兵3%		0	魔化技能，上阵后降低敌方全员士兵4%
god	1008	2	4	reducehealth	4	0	魔化技能，上阵后降低敌方全员士兵4%		0	魔化技能，上阵后降低敌方全员士兵5%
god	1008	2	5	reducehealth	5	0	魔化技能，上阵后降低敌方全员士兵5%		0	魔化技能，上阵后降低敌方全员士兵6%
god	1008	2	6	reducehealth	6	0	魔化技能，上阵后降低敌方全员士兵6%		0	魔化技能，上阵后降低敌方全员士兵7%
god	1008	2	7	reducehealth	7	0	魔化技能，上阵后降低敌方全员士兵7%		0	魔化技能，上阵后降低敌方全员士兵8%
god	1008	2	8	reducehealth	8	0	魔化技能，上阵后降低敌方全员士兵8%		0	魔化技能，上阵后降低敌方全员士兵9%
god	1008	2	9	reducehealth	9	0	魔化技能，上阵后降低敌方全员士兵9%		0	魔化技能，上阵后降低敌方全员士兵10%
god	1008	2	10	reducehealth	10	0	魔化技能，上阵后降低敌方全员士兵10%		0	已升到最高级
god	1009	2	1	addatkall	0	0	魔化技能，提升半步定江山技能1%的伤害		1	魔化技能，提升半步定江山技能2%的伤害
god	1009	2	2	addatkall	0	0	魔化技能，提升半步定江山技能2%的伤害		2	魔化技能，提升半步定江山技能3%的伤害
god	1009	2	3	addatkall	0	0	魔化技能，提升半步定江山技能3%的伤害		3	魔化技能，提升半步定江山技能4%的伤害
god	1009	2	4	addatkall	0	0	魔化技能，提升半步定江山技能4%的伤害		4	魔化技能，提升半步定江山技能5%的伤害
god	1009	2	5	addatkall	0	0	魔化技能，提升半步定江山技能5%的伤害		5	魔化技能，提升半步定江山技能6%的伤害
god	1009	2	6	addatkall	0	0	魔化技能，提升半步定江山技能6%的伤害		6	魔化技能，提升半步定江山技能7%的伤害
god	1009	2	7	addatkall	0	0	魔化技能，提升半步定江山技能7%的伤害		7	魔化技能，提升半步定江山技能8%的伤害
god	1009	2	8	addatkall	0	0	魔化技能，提升半步定江山技能8%的伤害		8	魔化技能，提升半步定江山技能9%的伤害
god	1009	2	9	addatkall	0	0	魔化技能，提升半步定江山技能9%的伤害		9	魔化技能，提升半步定江山技能10%的伤害
god	1009	2	10	addatkall	0	0	魔化技能，提升半步定江山技能10%的伤害		10	已升到最高级
god	1010	2	1	addatkall	0	0	魔化技能，提升半步定江山技能1%的伤害		1	魔化技能，提升半步定江山技能2%的伤害
god	1010	2	2	addatkall	0	0	魔化技能，提升半步定江山技能2%的伤害		2	魔化技能，提升半步定江山技能3%的伤害
god	1010	2	3	addatkall	0	0	魔化技能，提升半步定江山技能3%的伤害		3	魔化技能，提升半步定江山技能4%的伤害
god	1010	2	4	addatkall	0	0	魔化技能，提升半步定江山技能4%的伤害		4	魔化技能，提升半步定江山技能5%的伤害
god	1010	2	5	addatkall	0	0	魔化技能，提升半步定江山技能5%的伤害		5	魔化技能，提升半步定江山技能6%的伤害
god	1010	2	6	addatkall	0	0	魔化技能，提升半步定江山技能6%的伤害		6	魔化技能，提升半步定江山技能7%的伤害
god	1010	2	7	addatkall	0	0	魔化技能，提升半步定江山技能7%的伤害		7	魔化技能，提升半步定江山技能8%的伤害
god	1010	2	8	addatkall	0	0	魔化技能，提升半步定江山技能8%的伤害		8	魔化技能，提升半步定江山技能9%的伤害
god	1010	2	9	addatkall	0	0	魔化技能，提升半步定江山技能9%的伤害		9	魔化技能，提升半步定江山技能10%的伤害
god	1010	2	10	addatkall	0	0	魔化技能，提升半步定江山技能10%的伤害		10	已升到最高级
